Model,DPO4034,x
Firmware Version,2.1,x
,,x
Point Format,Y,x
Horizontal Units,S,x
Horizontal Scale,0.0002,x
Sample Interval,2.00E-07,x
Record Length,10000,x
Probe Attenuation,10,10
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,2,2
Label,,
TIME,CH1,CH2
5.49E-04,-0.21125,-0.03125
5.49E-04,-0.209062,-0.0303125
5.49E-04,-0.212813,-0.030625
5.49E-04,-0.226562,-0.015625
5.49E-04,-0.195312,0.078125
5.50E-04,-0.220312,-0.150313
5.50E-04,-0.206875,0.0028125
5.50E-04,-0.220938,-0.025
5.50E-04,-0.222813,-0.024375
5.50E-04,-0.220625,-0.0203125
5.51E-04,-0.232813,-0.03
5.51E-04,-0.23,-0.030625
5.51E-04,-0.222187,-0.02375
5.51E-04,-0.222813,-0.025625
5.51E-04,-0.226875,-0.03125
5.52E-04,-0.240625,-0.0196875
5.52E-04,-0.225938,-0.0296875
5.52E-04,-0.228438,-0.0253125
5.52E-04,-0.234375,-0.02
5.52E-04,-0.23875,-0.0159375
5.53E-04,-0.239375,-0.0384375
5.53E-04,-0.234063,-0.02
5.53E-04,-0.235313,-0.0228125
5.53E-04,-0.239063,-0.0209375
5.53E-04,-0.234063,-0.0278125
5.54E-04,-0.236563,-0.0396875
5.54E-04,-0.233125,-0.0284375
5.54E-04,-0.23375,-0.024375
5.54E-04,-0.23875,-0.0346875
5.54E-04,-0.229062,-0.0334375
5.55E-04,-0.226875,-0.025
5.55E-04,-0.232188,-0.0171875
5.55E-04,-0.224063,-0.0346875
5.55E-04,-0.240938,-0.03375
5.55E-04,-0.240312,-0.074375
5.56E-04,-0.241875,-0.004375
5.56E-04,-0.236563,-0.0115625
5.56E-04,-0.235625,-0.0353125
5.56E-04,-0.231562,-0.0321875
5.56E-04,-0.220938,-0.0303125
5.57E-04,-0.227187,-0.034375
5.57E-04,-0.235313,-0.0228125
5.57E-04,-0.2275,-0.0240625
5.57E-04,-0.24125,-0.033125
5.57E-04,-0.239688,-0.0240625
5.58E-04,-0.23375,-0.0246875
5.58E-04,-0.225313,-0.0425
5.58E-04,-0.24125,-0.0246875
5.58E-04,-0.235937,-0.03
5.58E-04,-0.234063,-0.020625
5.59E-04,-0.231875,-0.099375
5.59E-04,-0.2175,0.0678125
5.59E-04,-0.222187,-0.054375
5.59E-04,-0.22125,-0.0365625
5.59E-04,-0.230313,-0.009375
5.60E-04,-0.229062,-0.024375
5.60E-04,-0.220312,-0.006875
5.60E-04,-0.226562,-0.0259375
5.60E-04,-0.216563,-0.0284375
5.60E-04,-0.231562,-0.025
5.61E-04,-0.222187,-0.02625
5.61E-04,-0.238438,-0.031875
5.61E-04,-0.230313,-0.0303125
5.61E-04,-0.234375,-0.0321875
5.61E-04,-0.236875,-0.025625
5.62E-04,-0.226875,-0.036875
5.62E-04,-0.224063,-0.0209375
5.62E-04,-0.235937,-0.01875
5.62E-04,-0.239688,-0.0359375
5.62E-04,-0.220938,-0.020625
5.63E-04,-0.232813,-0.03125
5.63E-04,-0.234063,-0.0321875
5.63E-04,-0.228125,-0.030625
5.63E-04,-0.235625,-0.0275
5.63E-04,-0.235625,-0.023125
5.64E-04,-0.234063,-0.0390625
5.64E-04,-0.2275,-0.029375
5.64E-04,-0.236563,-0.034375
5.64E-04,-0.228125,-0.0221875
5.64E-04,-0.236563,-0.024375
5.65E-04,-0.238125,-0.0296875
5.65E-04,-0.232188,-0.074375
5.65E-04,-0.23625,0.0190625
5.65E-04,-0.226875,-0.0365625
5.65E-04,-0.233437,-0.04
5.66E-04,-0.225313,-0.024375
5.66E-04,-0.2325,-0.0234375
5.66E-04,-0.225625,-0.0303125
5.66E-04,-0.222813,-0.04
5.66E-04,-0.24,-0.03125
5.67E-04,-0.23125,-0.0234375
5.67E-04,-0.229688,-0.0365625
5.67E-04,-0.228438,-0.0415625
5.67E-04,-0.234375,-0.02875
5.67E-04,-0.233125,-0.028125
5.68E-04,-0.23,-0.0253125
5.68E-04,-0.232188,-0.0115625
5.68E-04,-0.209688,0.0025
5.68E-04,-0.259375,-0.098125
5.68E-04,-0.231562,0.0059375
5.69E-04,-0.24875,-0.0478125
5.69E-04,-0.235625,-0.0378125
5.69E-04,-0.227813,-0.0296875
5.69E-04,-0.236563,-0.029375
5.69E-04,-0.231562,-0.0403125
5.70E-04,-0.229688,-0.03
5.70E-04,-0.236563,-0.019375
5.70E-04,-0.2325,-0.03875
5.70E-04,-0.233125,-0.03125
5.70E-04,-0.231562,-0.041875
5.71E-04,-0.22625,-0.03875
5.71E-04,-0.2325,-0.0403125
5.71E-04,-0.230313,-0.0490625
5.71E-04,-0.230625,-0.031875
5.71E-04,-0.233437,-0.03875
5.72E-04,-0.22875,-0.033125
5.72E-04,-0.2275,-0.0353125
5.72E-04,-0.226562,-0.0421875
5.72E-04,-0.220625,-0.03625
5.72E-04,-0.224375,-0.0334375
5.73E-04,-0.218125,-0.0215625
5.73E-04,-0.21625,-0.02625
5.73E-04,-0.231875,-0.0221875
5.73E-04,-0.231562,-0.0315625
5.73E-04,-0.228438,-0.030625
5.74E-04,-0.225,-0.0378125
5.74E-04,-0.219688,-0.029375
5.74E-04,-0.239688,-0.0759375
5.74E-04,-0.222187,0.0078125
5.74E-04,-0.231875,-0.009375
5.75E-04,-0.23875,-0.0365625
5.75E-04,-0.2375,-0.0384375
5.75E-04,-0.220625,-0.03875
5.75E-04,-0.227187,-0.034375
5.75E-04,-0.230313,-0.0390625
5.76E-04,-0.23,-0.04
5.76E-04,-0.221563,-0.04125
5.76E-04,-0.211562,-0.0371875
5.76E-04,-0.223125,-0.0334375
5.76E-04,-0.232188,-0.030625
5.77E-04,-0.221563,-0.0365625
5.77E-04,-0.232188,-0.021875
5.77E-04,-0.235313,-0.0440625
5.77E-04,-0.235313,-0.132187
5.77E-04,-0.204687,0.115312
5.78E-04,-0.245313,-0.08875
5.78E-04,-0.24,-0.0178125
5.78E-04,-0.238125,-0.040625
5.78E-04,-0.23,-0.0246875
5.78E-04,-0.23,-0.03375
5.79E-04,-0.2375,-0.0328125
5.79E-04,-0.2225,-0.02125
5.79E-04,-0.225625,-0.0428125
5.79E-04,-0.225313,-0.029375
5.79E-04,-0.2225,-0.025625
5.80E-04,-0.23,-0.0234375
5.80E-04,-0.230313,-0.0359375
5.80E-04,-0.226875,-0.0390625
5.80E-04,-0.228125,-0.03625
5.80E-04,-0.227187,-0.0340625
5.81E-04,-0.219375,-0.026875
5.81E-04,-0.230938,-0.031875
5.81E-04,-0.222187,-0.043125
5.81E-04,-0.222813,-0.0278125
5.81E-04,-0.222187,-0.0275
5.82E-04,-0.218438,-0.033125
5.82E-04,-0.220312,-0.0378125
5.82E-04,-0.22875,-0.020625
5.82E-04,-0.227813,-0.0346875
5.82E-04,-0.225625,-0.0278125
5.83E-04,-0.233437,-0.038125
5.83E-04,-0.234375,-0.0328125
5.83E-04,-0.225313,-0.04
5.83E-04,-0.223125,-0.02125
5.83E-04,-0.225625,-0.070625
5.84E-04,-0.228125,0.0009375
5.84E-04,-0.224375,-0.0296875
5.84E-04,-0.222813,-0.045625
5.84E-04,-0.228125,-0.0309375
5.84E-04,-0.221875,-0.0309375
5.85E-04,0.0246875,-0.029375
5.85E-04,0.908438,-0.02375
5.85E-04,1.78375,-0.0246875
5.85E-04,2.56937,-0.039375
5.85E-04,3.1875,-0.018125
5.86E-04,3.66188,-0.03625
5.86E-04,3.99375,-0.03875
5.86E-04,4.22719,-0.0271875
5.86E-04,4.3875,-0.03
5.86E-04,4.48687,0.09625
5.87E-04,4.54781,-0.230937
5.87E-04,4.5975,0.028125
5.87E-04,4.61688,-0.0546875
5.87E-04,4.63031,-0.0440625
5.87E-04,4.65375,-0.033125
5.88E-04,4.67,-0.034375
5.88E-04,4.66188,-0.0359375
5.88E-04,4.66594,-0.0375
5.88E-04,4.68156,-0.039375
5.88E-04,4.67656,-0.0559375
5.89E-04,4.68313,-0.040625
5.89E-04,4.68219,-0.051875
5.89E-04,4.68063,-0.035625
5.89E-04,4.68531,-0.03875
5.89E-04,4.70063,-0.02875
5.90E-04,4.68281,-0.0409375
5.90E-04,4.69781,-0.0434375
5.90E-04,4.69375,-0.0340625
5.90E-04,4.70125,-0.0359375
5.90E-04,4.70375,-0.044375
5.91E-04,4.70719,-0.0346875
5.91E-04,4.69781,-0.03375
5.91E-04,4.69219,-0.0490625
5.91E-04,4.70937,-0.036875
5.91E-04,4.70406,-0.0284375
5.92E-04,4.69031,-0.0396875
5.92E-04,4.70063,-0.0384375
5.92E-04,4.70063,-0.031875
5.92E-04,4.70688,-0.036875
5.92E-04,4.71,-0.0246875
5.93E-04,4.7,-0.085
5.93E-04,4.70438,0.0046875
5.93E-04,4.70438,-0.0175
5.93E-04,4.70875,-0.036875
5.93E-04,4.71094,-0.035625
5.94E-04,4.71375,-0.03625
5.94E-04,4.71063,-0.0228125
5.94E-04,4.70375,-0.03
5.94E-04,4.7075,-0.0290625
5.94E-04,4.71375,-0.038125
5.95E-04,4.71344,-0.0465625
5.95E-04,4.71375,-0.0296875
5.95E-04,4.71188,-0.035
5.95E-04,4.70844,-0.0421875
5.95E-04,4.71375,-0.02875
5.96E-04,4.69656,-0.036875
5.96E-04,4.7125,-0.09375
5.96E-04,4.71656,0.0740625
5.96E-04,4.71312,-0.076875
5.96E-04,4.72156,-0.0078125
5.97E-04,4.70875,-0.04
5.97E-04,4.7075,-0.0284375
5.97E-04,4.70594,-0.0340625
5.97E-04,4.7125,-0.03625
5.97E-04,4.7075,-0.0328125
5.98E-04,4.71125,-0.02625
5.98E-04,4.69313,-0.0353125
5.98E-04,4.71719,-0.0425
5.98E-04,4.7175,-0.0378125
5.98E-04,4.70906,-0.03875
5.99E-04,4.71687,-0.033125
5.99E-04,4.715,-0.0246875
5.99E-04,4.70906,-0.0321875
5.99E-04,4.70406,-0.0384375
5.99E-04,4.70438,-0.0375
6.00E-04,4.70531,-0.0384375
6.00E-04,4.71375,-0.03625
6.00E-04,4.70031,-0.0290625
6.00E-04,4.70344,-0.044375
6.00E-04,4.70281,-0.0321875
6.01E-04,4.72312,-0.035625
6.01E-04,4.71594,-0.0315625
6.01E-04,4.72063,-0.0371875
6.01E-04,4.7025,-0.0346875
6.01E-04,4.72094,-0.040625
6.02E-04,4.7175,-0.030625
6.02E-04,4.70969,-0.03125
6.02E-04,4.70375,-0.0796875
6.02E-04,4.70812,0.00125
6.02E-04,4.71687,-0.039375
6.03E-04,4.71125,-0.038125
6.03E-04,4.70438,-0.02875
6.03E-04,4.71563,-0.036875
6.03E-04,4.71375,-0.03875
6.03E-04,4.70875,-0.03625
6.04E-04,4.71531,-0.030625
6.04E-04,4.71531,-0.0375
6.04E-04,4.70969,-0.04375
6.04E-04,4.7225,-0.028125
6.04E-04,4.71438,-0.045625
6.05E-04,4.71094,-0.03375
6.05E-04,4.70969,-0.0371875
6.05E-04,4.71281,0.0946875
6.05E-04,4.72063,-0.1925
6.05E-04,4.71625,0.0209375
6.06E-04,4.72719,-0.03625
6.06E-04,4.71,-0.0521875
6.06E-04,4.71312,-0.0409375
6.06E-04,4.70875,-0.0446875
6.06E-04,4.72312,-0.0378125
6.07E-04,4.70594,-0.0315625
6.07E-04,4.71125,-0.0390625
6.07E-04,4.70688,-0.0384375
6.07E-04,4.71375,-0.033125
6.07E-04,4.71656,-0.0353125
6.08E-04,4.70094,-0.039375
6.08E-04,4.70438,-0.0415625
6.08E-04,4.71687,-0.040625
6.08E-04,4.70781,-0.0359375
6.08E-04,4.70688,-0.028125
6.09E-04,4.71906,-0.0375
6.09E-04,4.71312,-0.035
6.09E-04,4.715,-0.044375
6.09E-04,4.70937,-0.0515625
6.09E-04,4.71063,-0.02625
6.10E-04,4.70594,-0.0353125
6.10E-04,4.71031,-0.02375
6.10E-04,4.71969,-0.0240625
6.10E-04,4.71937,-0.0184375
6.10E-04,4.70625,-0.0275
6.11E-04,4.70469,-0.0421875
6.11E-04,4.71125,-0.0496875
6.11E-04,4.70562,-0.0403125
6.11E-04,4.71,-0.08875
6.11E-04,4.69969,-0.0071875
6.12E-04,4.7,-0.0128125
6.12E-04,4.70688,-0.035
6.12E-04,4.70531,-0.02625
6.12E-04,4.70344,-0.031875
6.12E-04,4.70094,-0.03375
6.13E-04,4.70344,-0.0253125
6.13E-04,4.71344,-0.0446875
6.13E-04,4.70906,-0.0303125
6.13E-04,4.71031,-0.034375
6.13E-04,4.71563,-0.0409375
6.14E-04,4.70344,-0.040625
6.14E-04,4.70187,-0.0234375
6.14E-04,4.70719,-0.0375
6.14E-04,4.70031,-0.029375
6.14E-04,4.71,-0.12125
6.15E-04,4.72281,0.089375
6.15E-04,4.69875,-0.0796875
6.15E-04,4.70875,-0.013125
6.15E-04,4.715,-0.04625
6.15E-04,4.71312,-0.0471875
6.16E-04,4.7075,-0.045
6.16E-04,4.71188,-0.033125
6.16E-04,4.71094,-0.0425
6.16E-04,4.71625,-0.04125
6.16E-04,4.70594,-0.04125
6.17E-04,4.7,-0.0378125
6.17E-04,4.69875,-0.0290625
6.17E-04,4.71406,-0.028125
6.17E-04,4.71312,-0.038125
6.17E-04,4.71094,-0.0340625
6.18E-04,4.7125,-0.0384375
6.18E-04,4.71,-0.03375
6.18E-04,4.70562,-0.0465625
6.18E-04,4.70812,-0.045625
6.18E-04,4.70531,-0.0528125
6.19E-04,4.71156,-0.0478125
6.19E-04,4.71312,-0.0465625
6.19E-04,4.71281,-0.0371875
6.19E-04,4.69844,-0.0409375
6.19E-04,4.71687,-0.041875
6.20E-04,4.71906,-0.0259375
6.20E-04,4.72219,-0.0490625
6.20E-04,4.71125,-0.0403125
6.20E-04,4.7075,-0.0515625
6.20E-04,4.70812,-0.0340625
6.21E-04,4.70812,-0.0778125
6.21E-04,4.70281,-0.006875
6.21E-04,4.70531,-0.0396875
6.21E-04,4.69719,-0.0478125
6.21E-04,4.71813,-0.0415625
6.22E-04,4.69813,-0.040625
6.22E-04,4.70906,-0.0371875
6.22E-04,4.71469,-0.0440625
6.22E-04,4.70812,-0.04125
6.22E-04,4.69719,-0.04625
6.23E-04,4.70406,-0.043125
6.23E-04,4.70531,-0.0503125
6.23E-04,4.70156,-0.0434375
6.23E-04,4.69156,-0.0409375
6.23E-04,4.70375,-0.05625
6.24E-04,4.70719,-0.0425
6.24E-04,4.715,0.0434375
6.24E-04,4.69562,-0.135312
6.24E-04,4.71063,0.0071875
6.24E-04,4.70344,-0.05375
6.25E-04,4.71125,-0.04625
6.25E-04,4.71,-0.033125
6.25E-04,4.69375,-0.0296875
6.25E-04,4.71344,-0.035625
6.25E-04,4.70812,-0.05625
6.26E-04,4.70719,-0.043125
6.26E-04,4.70719,-0.04
6.26E-04,4.71156,-0.0409375
6.26E-04,4.70094,-0.0559375
6.26E-04,4.70656,-0.0490625
6.27E-04,4.69969,-0.045
6.27E-04,4.70156,-0.0446875
6.27E-04,4.71,-0.0415625
6.27E-04,4.71031,-0.0275
6.27E-04,1.7975,-0.0946875
6.28E-04,-0.2675,-0.029375
6.28E-04,-0.255625,-0.0321875
6.28E-04,-0.229375,-0.040625
6.28E-04,-0.230313,-0.034375
6.28E-04,-0.215937,-0.0446875
6.29E-04,-0.223125,-0.0409375
6.29E-04,-0.20375,-0.0309375
6.29E-04,-0.204063,-0.0375
6.29E-04,-0.214375,-0.035
6.29E-04,-0.207188,-0.0471875
6.30E-04,-0.207188,-0.0353125
6.30E-04,-0.20125,-0.051875
6.30E-04,-0.200938,-0.020625
6.30E-04,-0.2,-0.07625
6.30E-04,-0.194375,-0.005625
6.31E-04,-0.209062,-0.0403125
6.31E-04,-0.195937,-0.0503125
6.31E-04,-0.2075,-0.0446875
6.31E-04,-0.199688,-0.039375
6.31E-04,-0.212813,-0.0271875
6.32E-04,-0.198438,-0.03875
6.32E-04,-0.205,-0.0384375
6.32E-04,-0.2125,-0.0453125
6.32E-04,-0.206562,-0.0353125
6.32E-04,-0.215313,-0.040625
6.33E-04,-0.204375,-0.0315625
6.33E-04,-0.225938,-0.0409375
6.33E-04,-0.224375,-0.0478125
6.33E-04,-0.215313,-0.0871875
6.33E-04,-0.219688,0.033125
6.34E-04,-0.215313,-0.051875
6.34E-04,-0.228438,-0.0403125
6.34E-04,-0.204375,-0.029375
6.34E-04,-0.2325,-0.0528125
6.34E-04,-0.22625,-0.033125
6.35E-04,-0.216563,-0.0340625
6.35E-04,-0.24875,-0.045
6.35E-04,-0.2225,-0.028125
6.35E-04,-0.219375,-0.05
6.35E-04,-0.22875,-0.0353125
6.36E-04,-0.245,-0.04875
6.36E-04,-0.226875,-0.044375
6.36E-04,-0.229062,-0.0375
6.36E-04,-0.2325,-0.045625
6.36E-04,-0.232813,-0.0321875
6.37E-04,-0.229062,-0.043125
6.37E-04,-0.219688,-0.0421875
6.37E-04,-0.2375,-0.0396875
6.37E-04,-0.23375,-0.031875
6.37E-04,-0.232813,-0.0446875
6.38E-04,-0.226562,-0.04625
6.38E-04,-0.220938,-0.051875
6.38E-04,-0.23875,-0.039375
6.38E-04,-0.234375,-0.03625
6.38E-04,-0.236563,-0.0321875
6.39E-04,-0.23625,-0.0434375
6.39E-04,-0.240625,-0.0403125
6.39E-04,-0.232188,-0.05125
6.39E-04,-0.24625,-0.04
6.39E-04,-0.232813,-0.0390625
6.40E-04,-0.235,-0.074375
6.40E-04,-0.229688,-0.01125
6.40E-04,-0.240312,-0.026875
6.40E-04,-0.23125,-0.0390625
6.40E-04,-0.22875,-0.0471875
6.41E-04,-0.242188,-0.0353125
6.41E-04,-0.243438,-0.0290625
6.41E-04,-0.240625,-0.0384375
6.41E-04,-0.235,-0.054375
6.41E-04,-0.223125,-0.0478125
6.42E-04,-0.2425,-0.0303125
6.42E-04,-0.227813,-0.0371875
6.42E-04,-0.233437,-0.0490625
6.42E-04,-0.220625,-0.0496875
6.42E-04,-0.238438,-0.0415625
6.43E-04,-0.236875,-0.053125
6.43E-04,-0.229062,-0.00875
6.43E-04,-0.242812,-0.066875
6.43E-04,-0.22875,-0.05125
6.43E-04,-0.22625,-0.0240625
6.44E-04,-0.239375,-0.0603125
6.44E-04,-0.235937,-0.0359375
6.44E-04,-0.228125,-0.0584375
6.44E-04,-0.224687,-0.0346875
6.44E-04,-0.225938,-0.0396875
6.45E-04,-0.224687,-0.030625
6.45E-04,-0.230625,-0.0571875
6.45E-04,-0.23,-0.05
6.45E-04,-0.231562,-0.0471875
6.45E-04,-0.217188,-0.0446875
6.46E-04,-0.227813,-0.0384375
6.46E-04,-0.233125,-0.03625
6.46E-04,-0.232188,-0.0384375
6.46E-04,-0.230625,-0.0409375
6.46E-04,-0.22625,-0.0384375
6.47E-04,-0.229062,-0.03375
6.47E-04,-0.22875,-0.0425
6.47E-04,-0.229062,-0.0403125
6.47E-04,-0.223125,-0.0396875
6.47E-04,-0.220938,-0.03375
6.48E-04,-0.229062,-0.034375
6.48E-04,-0.232813,-0.0359375
6.48E-04,-0.240625,-0.030625
6.48E-04,-0.23875,-0.0315625
6.48E-04,-0.2275,-0.033125
6.49E-04,-0.224063,-0.045625
6.49E-04,-0.229688,-0.0403125
6.49E-04,-0.23,-0.030625
6.49E-04,-0.235,-0.066875
6.49E-04,-0.2125,-0.015
6.50E-04,-0.216875,-0.0384375
6.50E-04,-0.23375,-0.048125
6.50E-04,-0.225313,-0.033125
6.50E-04,-0.235313,-0.040625
6.50E-04,-0.24125,-0.0440625
6.51E-04,-0.230938,-0.0378125
6.51E-04,-0.222813,-0.0353125
6.51E-04,-0.236563,-0.0409375
6.51E-04,-0.234063,-0.0459375
6.51E-04,-0.235625,-0.0453125
6.52E-04,-0.218125,-0.05
6.52E-04,-0.2325,-0.0421875
6.52E-04,-0.226562,-0.044375
6.52E-04,-0.240312,0.043125
6.52E-04,-0.222187,-0.162187
6.53E-04,-0.235313,-0.0071875
6.53E-04,-0.22875,-0.0353125
6.53E-04,-0.244063,-0.0546875
6.53E-04,-0.231562,-0.0334375
6.53E-04,-0.234375,-0.0496875
6.54E-04,-0.23125,-0.0353125
6.54E-04,-0.229062,-0.0375
6.54E-04,-0.238438,-0.03875
6.54E-04,-0.232188,-0.039375
6.54E-04,-0.235313,-0.038125
6.55E-04,-0.2475,-0.0359375
6.55E-04,-0.231562,-0.0346875
6.55E-04,-0.230313,-0.0421875
6.55E-04,-0.229062,-0.0478125
6.55E-04,-0.234688,-0.044375
6.56E-04,-0.235625,-0.041875
6.56E-04,-0.23625,-0.0396875
6.56E-04,-0.2275,-0.04375
6.56E-04,-0.225313,-0.05625
6.56E-04,-0.236563,-0.039375
6.57E-04,-0.221563,-0.04875
6.57E-04,-0.232188,-0.031875
6.57E-04,-0.229375,-0.0490625
6.57E-04,-0.236563,-0.04875
6.57E-04,-0.23375,-0.0425
6.58E-04,-0.234375,-0.038125
6.58E-04,-0.23125,-0.0415625
6.58E-04,-0.235,-0.0353125
6.58E-04,-0.237812,-0.0440625
6.58E-04,-0.2225,-0.0440625
6.59E-04,-0.227813,-0.100312
6.59E-04,-0.22375,0.0084375
6.59E-04,-0.2275,-0.01875
6.59E-04,-0.220625,-0.0490625
6.59E-04,-0.225313,-0.04125
6.60E-04,-0.235313,-0.039375
6.60E-04,-0.22875,-0.0553125
6.60E-04,-0.215313,-0.0296875
6.60E-04,-0.216563,-0.0434375
6.60E-04,-0.209688,-0.0396875
6.61E-04,-0.222187,-0.0425
6.61E-04,-0.233125,-0.0484375
6.61E-04,-0.226875,-0.0325
6.61E-04,-0.220625,-0.0428125
6.61E-04,-0.232188,-0.0490625
6.62E-04,-0.22625,-0.0428125
6.62E-04,-0.22875,-0.0921875
6.62E-04,-0.241875,0.0184375
6.62E-04,-0.234688,-0.058125
6.62E-04,-0.245313,-0.055625
6.63E-04,-0.218438,-0.0325
6.63E-04,-0.227187,-0.05375
6.63E-04,-0.217188,-0.036875
6.63E-04,-0.234063,-0.041875
6.63E-04,-0.232188,-0.0440625
6.64E-04,-0.227187,-0.0403125
6.64E-04,-0.223125,-0.0378125
6.64E-04,-0.225,-0.044375
6.64E-04,-0.216875,-0.0409375
6.64E-04,-0.2175,-0.036875
6.65E-04,-0.22,-0.0396875
6.65E-04,-0.231562,-0.0328125
6.65E-04,-0.238125,-0.038125
6.65E-04,-0.24125,-0.0375
6.65E-04,-0.222187,-0.049375
6.66E-04,-0.22375,-0.0346875
6.66E-04,-0.230313,-0.0390625
6.66E-04,-0.229688,-0.03375
6.66E-04,-0.244063,-0.0365625
6.66E-04,-0.227187,-0.04
6.67E-04,-0.236563,-0.0334375
6.67E-04,-0.23375,-0.051875
6.67E-04,-0.235313,-0.0296875
6.67E-04,-0.233125,-0.0365625
6.67E-04,-0.229062,-0.036875
6.68E-04,-0.244063,-0.0434375
6.68E-04,-0.22625,-0.041875
6.68E-04,-0.220938,-0.0409375
6.68E-04,-0.0459375,-0.068125
6.68E-04,0.815937,0.0065625
6.69E-04,1.69594,-0.0259375
6.69E-04,2.49063,-0.03375
6.69E-04,3.12062,-0.0434375
6.69E-04,3.61313,-0.0365625
6.69E-04,3.95812,-0.035
6.70E-04,4.21156,-0.0415625
6.70E-04,4.37344,-0.0471875
6.70E-04,4.47844,-0.0409375
6.70E-04,4.56438,-0.04
6.70E-04,4.58625,-0.0465625
6.71E-04,4.62438,-0.045625
6.71E-04,4.63531,-0.04125
6.71E-04,4.65313,-0.0490625
6.71E-04,4.64906,-0.0509375
6.71E-04,4.64625,-0.0375
6.72E-04,4.65563,-0.025625
6.72E-04,4.65656,-0.0696875
6.72E-04,4.67563,-0.029375
6.72E-04,4.67,-0.0584375
6.72E-04,4.67656,-0.0415625
6.73E-04,4.68156,-0.0621875
6.73E-04,4.67625,-0.041875
6.73E-04,4.68562,-0.044375
6.73E-04,4.69406,-0.04875
6.73E-04,4.69844,-0.0453125
6.74E-04,4.68875,-0.050625
6.74E-04,4.705,-0.045625
6.74E-04,4.68656,-0.04
6.74E-04,4.7,-0.0415625
6.74E-04,4.69719,-0.0409375
6.75E-04,4.7025,-0.03
6.75E-04,4.69344,-0.0434375
6.75E-04,4.71094,-0.0346875
6.75E-04,4.70438,-0.02875
6.75E-04,4.70438,-0.03875
6.76E-04,4.70562,-0.0315625
6.76E-04,4.69406,-0.033125
6.76E-04,4.71156,-0.0478125
6.76E-04,4.71031,-0.036875
6.76E-04,4.71063,-0.0415625
6.77E-04,4.7075,-0.044375
6.77E-04,4.70219,-0.0409375
6.77E-04,4.70344,-0.036875
6.77E-04,4.71125,-0.059375
6.77E-04,4.69719,-0.0378125
6.78E-04,4.70156,-0.08125
6.78E-04,4.71563,-0.00875
6.78E-04,4.71531,-0.02625
6.78E-04,4.71094,-0.0440625
6.78E-04,4.71813,-0.0459375
6.79E-04,4.72156,-0.043125
6.79E-04,4.71719,-0.0453125
6.79E-04,4.70844,-0.039375
6.79E-04,4.71031,-0.0496875
6.79E-04,4.71344,-0.0459375
6.80E-04,4.70969,-0.0471875
6.80E-04,4.70406,-0.038125
6.80E-04,4.71156,-0.04625
6.80E-04,4.72281,-0.0446875
6.80E-04,4.71906,-0.0484375
6.81E-04,4.71281,-0.0559375
6.81E-04,4.71906,-0.0221875
6.81E-04,4.72594,-0.03875
6.81E-04,4.70406,-0.0809375
6.81E-04,4.71312,-0.0284375
6.82E-04,4.70937,-0.0665625
6.82E-04,4.71438,-0.035
6.82E-04,4.71594,-0.0571875
6.82E-04,4.70625,-0.0484375
6.82E-04,4.71063,-0.0559375
6.83E-04,4.71813,-0.035
6.83E-04,4.7175,-0.0578125
6.83E-04,4.70937,-0.0403125
6.83E-04,4.71937,-0.05625
6.83E-04,4.7175,-0.0478125
6.84E-04,4.72187,-0.055
6.84E-04,4.71719,-0.0496875
6.84E-04,4.715,-0.0546875
6.84E-04,4.71656,-0.0446875
6.84E-04,4.71156,-0.0559375
6.85E-04,4.71312,-0.0496875
6.85E-04,4.70531,-0.0490625
6.85E-04,4.71937,-0.0628125
6.85E-04,4.71281,-0.054375
6.85E-04,4.7175,-0.05375
6.86E-04,4.71687,-0.036875
6.86E-04,4.70781,-0.044375
6.86E-04,4.70219,-0.0340625
6.86E-04,4.72813,-0.0490625
6.86E-04,4.71375,-0.0578125
6.87E-04,4.71969,-0.056875
6.87E-04,4.71312,-0.049375
6.87E-04,4.71937,-0.04625
6.87E-04,4.71312,-0.0821875
6.87E-04,4.72469,-0.00125
6.88E-04,4.72094,-0.03625
6.88E-04,4.7125,-0.0640625
6.88E-04,4.71469,-0.05
6.88E-04,4.70187,-0.0390625
6.88E-04,4.71781,-0.04375
6.89E-04,4.71687,-0.0478125
6.89E-04,4.705,-0.0453125
6.89E-04,4.71312,-0.044375
6.89E-04,4.70781,-0.053125
6.89E-04,4.71563,-0.04875
6.90E-04,4.71406,-0.0453125
6.90E-04,4.70906,-0.0546875
6.90E-04,4.70156,-0.0353125
6.90E-04,4.70688,-0.0490625
6.90E-04,4.73594,0.0434375
6.91E-04,4.7025,-0.145312
6.91E-04,4.72156,0.01
6.91E-04,4.71063,-0.06
6.91E-04,4.70719,-0.0315625
6.91E-04,4.71656,-0.0384375
6.92E-04,4.71906,-0.045625
6.92E-04,4.70969,-0.0465625
6.92E-04,4.70656,-0.044375
6.92E-04,4.70781,-0.0459375
6.92E-04,4.71687,-0.05125
6.93E-04,4.71844,-0.045625
6.93E-04,4.70937,-0.0496875
6.93E-04,4.72156,-0.056875
6.93E-04,4.71844,-0.054375
6.93E-04,4.71656,-0.039375
6.94E-04,4.71312,-0.0378125
6.94E-04,4.72594,-0.0334375
6.94E-04,4.70875,-0.045
6.94E-04,4.71063,-0.0415625
6.94E-04,4.71969,-0.04
6.95E-04,4.71594,-0.034375
6.95E-04,4.71094,-0.0384375
6.95E-04,4.70531,-0.039375
